2,-0.937591,0.212958,1.0646
2,-0.829794,-0.103245,0.6119
2,-2.16887,0.807036,0.9161
2,-1.86225,1.09928,1.5365
2,-0.515986,0.383037,2.3654
2,0.997956,-0.0577312,2.6217
2,1.31176,0.37585,1.3497
2,0.341595,-0.0553357,0.1544
1,-0.331528,0.0470864,-0.277101
2,-0.0776138,-0.817098,1.5341
2,-2.15689,0.819014,3.7404
2,-2.80367,0.22254,4.1021
2,-1.5173,-1.90465,3.5679
2,-1.98681,0.943579,3.2876
2,-1.74247,2.40722,3.5559
2,0.930883,-0.903335,4.3944
2,0.231403,-1.97651,5.1801
2,-2.6815,0.90046,4.3129
2,-2.06586,1.98801,3.5967
1,-0.634848,0.0694056,-0.329994
2,0.823086,-0.383516,2.442
2,2.04478,-1.64593,1.594
2,-1.55562,-0.136782,0.6406
2,-4.12597,1.15438,1.3497
2,-0.848958,1.037,2.4157
2,1.83877,0.105161,0.9425
2,2.00406,-0.225415,-2.05428
2,-1.04299,0.560302,-3.35263
2,-2.06586,0.852551,-2.03272
2,-0.0129359,0.3495,-1.58716
1,0.0866302,0.400335,0.00828683
2,1.74295,0.17463,-2.20519
2,0.0948606,0.998675,-2.78729
2,-1.44543,1.98082,-2.65794
2,-0.647738,1.28134,-2.48067
2,0.885369,0.792664,-3.24483
2,0.74164,1.47537,-3.98264
2,-0.144687,1.4083,-3.73351
2,-0.9328,1.28134,-2.65315
2,-0.472868,1.34841,-2.60284
2,0.56677,1.80356,-3.894
1,0.0731248,0.0626008,0.020277
2,0.710499,1.17594,-4.12876
2,0.938069,0.529161,-3.52271
2,0.408668,0.979511,-3.18494
2,-0.721997,2.59885,-3.61613
2,-0.448913,1.6718,-3.45563
2,1.43872,-0.0457538,-2.47349
2,1.22792,0.586652,-2.16686
2,-0.918427,2.64916,-2.72262
2,-0.947173,2.34733,-3.13224
2,1.80284,-0.0888724,-2.93102
2,1.69744,-0.187087,-2.64117
2,-1.10288,2.05029,-3.4197
2,-1.50771,2.3114,-4.81866
1,0.399166,-0.236073,0.0535538
2,0.183493,0.802246,-5.48221
2,1.0291,-0.122409,-4.69649
2,0.490115,0.0788111,-3.12266
2,-1.27056,1.1999,-3.27118
2,-1.07174,1.34123,-3.94191
2,0.212239,0.299195,-3.75507
2,1.10815,-1.11414,-2.47349
2,1.18959,-0.790748,-1.18951
2,-0.161456,0.373455,-0.78467
2,-0.357885,0.704031,-1.22065
2,-0.908845,0.387828,-1.45301
2,-0.83219,0.390223,-1.86024
2,1.18001,-0.886567,-2.0447
1,0.490361,-0.361525,0.470479
2,1.36207,-1.79924,-0.74874
2,-1.63947,0.325545,0.2957
2,-2.0994,0.792664,-0.28402
2,0.272126,-0.199064,0.9904
2,1.74055,-1.90225,3.0385
2,-0.822608,-1.0279,3.8314
2,-2.87793,2.0958,2.0755
2,-0.513591,0.359082,0.6071
2,1.40758,-1.94537,0.849
2,-0.379444,-1.7178,3.1391
1,0.0693639,0.116336,0.08094
2,-2.30062,0.184212,5.5442
2,-1.43106,0.936392,4.677
2,-0.666902,0.0907885,2.9882
2,-2.48507,-0.232601,4.1021
2,-3.56543,0.426155,4.2554
2,-1.81434,-0.191878,4.3081
2,0.296081,-0.85303,4.7249
2,0.183493,-0.745234,4.4255
2,-0.420167,-0.234997,3.3739
2,-0.0919867,-0.316443,2.4828
1,-0.171587,0.172712,-0.447737
2,0.514069,-0.510477,1.5437
2,0.449391,-0.819493,1.3066
1,-0.368844,0.0525106,-0.0152232
2,-0.317162,0.033297,1.2156
2,-0.23332,-0.230206,0.8514
2,-0.719602,-0.407471,0.5376
2,-0.796257,-0.232601,0.2909
2,-0.125523,-0.0697086,0.2118
2,0.360759,-0.462567,0.6622
2,0.281708,0.0380879,1.0119
2,0.482928,0.14828,0.976
2,0.957233,0.138698,1.2084
2,0.674566,0.385432,1.2587
2,-0.245297,0.567489,0.6646
2,-0.216552,0.335127,-0.0804
2,0.262544,0.00934219,-1.15118
2,0.578747,-0.211042,-1.9896
2,0.0541375,-0.436217,-2.2004
