"1","0.189656","-0.319745","0.132169"
"1","-0.803544","0.0641576","-0.112671"
"1","-0.547871","0.11694","0.187836"
"1","-0.265913","0.314285","-0.0894411"
"1","-0.358716","0.331799","-0.249784"
"1","-1.48866","0.063447","-0.00869324"
"1","-0.424929","0.0279867","0.222594"
"1","1.21421","0.000591331","0.0232204"
"1","0.906638","0.0740517","-0.157058"
"1","-0.66606","-0.0126813","0.10272"
"1","-1.32463","0.0339522","0.0145089"
"1","0.0354991","0.058797","0.0149897"
"1","1.35233","-0.0702725","0.0939379"
"1","0.709906","0.010682","-0.101568"
"1","-0.894933","0.00720402","-0.205894"
"1","-1.30993","0.0530385","0.173304"
"1","-0.138012","-0.0155279","-0.150168"
"1","1.54356","-0.0717581","0.121462"
"1","0.7368","0.00862321","-0.107598"
"1","-0.750439","0.00229581","0.00950336"
"1","-1.40148","0.133273","0.0153338"
"1","0.106635","0.0702536","0.167155"
"1","1.28468","-0.126585","0.0623255"
"1","0.814116","0.0972238","-0.328891"
"1","-0.741774","0.0920293","0.00275845"
"1","-1.23152","0.119056","0.197445"
"1","-0.253785","-0.013518","0.199233"
"1","1.38267","-0.0970041","-0.00584747"
"1","0.89486","0.0735412","-0.253521"
"1","-0.981342","0.0889709","-0.125409"
"1","-1.31642","0.157344","0.12095"
"1","0.0970321","0.047229","0.166582"
"1","1.28502","-0.06503","0.0858795"
"1","0.761041","0.0257438","-0.182111"
"1","-0.783364","0.0953726","-0.299049"
"1","-1.34253","-0.00436979","0.182739"
"1","0.0450314","-0.108319","0.264142"
"1","1.56981","-0.322803","-0.0712993"
"1","0.832757","-0.128428","-0.206627"
"1","-1.2119","0.0691588","-0.130917"
"1","-1.47701","0.0264298","0.21259"
"1","0.295817","0.0929372","0.0369916"
"1","1.73706","0.0173306","0.132803"
"1","0.380649","0.0358942","0.0447783"
"1","-1.29707","0.149602","-0.263885"
"1","-1.13729","0.0442443","0.0255194"
"1","0.723865","-0.132347","0.447121"
"1","1.46559","0.0394139","-0.119311"
"1","-0.0594449","0.0401307","0.00890339"
"1","-1.28934","0.0294864","-0.0667986"
"1","-0.772803","0.0621704","0.0479676"
"1","0.914726","-0.0194249","0.219191"
"1","1.40792","0.0749927","-0.142841"
"1","-0.542695","-8.80143e-06","-0.226773"
"1","-1.37773","0.0597383","0.0733784"
"1","-0.447776","0.178365","0.0926609"
"1","1.50908","-0.068578","-0.122527"
"1","1.43167","-0.0721017","-0.383936"
"1","-0.964776","-0.159097","0.412159"
"1","-1.55788","0.00574149","-0.150978"
"1","-0.320727","0.0463629","0.0296995"
"1","1.46866","0.0959926","0.0037196"
"1","1.10204","-0.0311933","0.102288"
"1","-0.839495","0.0796647","-0.283891"
"1","-1.41095","0.0327427","0.157775"
"1","0.262602","-0.00721933","0.140679"
"1","1.50992","0.055084","0.00817398"
"1","0.239643","0.0607649","-0.0203271"
"1","-1.08967","-0.0453589","-0.0717688"
"1","-1.14127","-0.0133325","0.0347037"
"1","0.388772","-0.0264079","0.0955772"
"1","1.50136","0.128845","-0.0832693"
"1","0.150389","0.00752963","-0.0788405"
"1","-1.06532","-0.0443","-0.0256626"
"1","-0.916422","0.0409374","-0.0688332"
"1","0.745393","-0.0780491","0.206786"
"1","1.40518","0.0386983","-0.0875029"
"1","-0.341427","-0.00120258","-0.107682"
"1","-1.11432","-0.0790053","-0.00400857"
"1","-0.550418","0.0773012","0.00210644"
"1","0.943258","0.026055","0.256695"
"1","1.14128","0.0795962","-0.0290117"
"1","-0.57838","-0.0236202","-0.0909758"
"1","-1.36893","0.0302058","-0.21791"
"1","-0.351781","0.0380837","0.0236999"
"1","1.32834","-0.139421","0.381372"
"1","1.16621","0.139507","-0.00729877"
"1","-0.803488","0.0200152","-0.215485"
"1","-1.48143","-0.0135339","-0.130234"
"1","-0.157063","-0.0308325","0.029782"
"1","1.49485","-0.0224047","0.411018"
"1","0.621179","0.118711","-0.0372878"
"1","-0.896177","-0.0747527","-0.100142"
"1","-1.22952","-0.0166008","-0.195916"
"1","0.451007","-0.016842","-0.00926717"
"1","1.11427","-0.181157","0.32517"
"1","0.349107","0.0111133","0.0684966"
"1","-0.676223","-0.0796608","-0.069537"
"1","-1.11967","0.0823546","-0.15868"
"1","0.406162","0.0507508","-0.0831497"
"1","1.88425","-0.123059","0.174892"
"1","0.000851127","-0.116173","-0.168862"
"1","0.238507","0.129068","0.0752315"
"1","0.872165","0.152353","-0.387443"
"1","0.120058","0.519649","0.0281201"
"1","-0.123528","0.0101432","0.118788"
"1","0.00305733","0.00774291","0.148077"
"1","-0.102086","-0.00286061","-0.102871"
"1","-0.0997123","0.115203","0.0659443"
"1","-0.0141852","0.264986","-0.00519689"
"1","-0.922619","0.146555","-0.00063264"
"1","-1.64395","-0.00329099","0.0398259"
"1","0.00286861","0.0247955","0.0489232"
"1","1.56716","-0.0493642","0.178981"
"1","0.741865","0.260407","-0.108475"
"1","-0.986339","-0.131585","0.000848867"
"1","-1.26987","-0.0892998","-0.0679751"
"1","0.189696","-0.0152093","0.147438"
"1","1.52957","0.0459341","-0.0489271"
"1","0.419735","0.0885886","-0.133475"
"1","-1.07028","-0.00659023","0.0205672"
"1","-1.12809","0.0486909","0.0992303"
"1","0.294884","-0.0132514","0.0152606"
"1","1.44112","0.0340533","0.0908766"
"1","0.500745","0.0865721","0.0514481"
"1","-1.07634","-0.0959916","-0.0556622"
"1","-1.14807","0.0116134","0.0457149"
"1","0.505113","-0.0258017","0.165988"
"1","1.59941","-0.0045742","-0.188634"
"1","0.113092","0.155694","-0.322398"
"1","-1.23317","0.0750867","0.210437"
"1","-1.20874","-0.0651027","0.169986"
"1","0.712506","0.0956231","-0.165294"
"1","1.69595","-0.0022871","-0.258261"
"1","-0.273153","0.0620676","0.0425035"
"1","-1.24055","-0.0818979","0.0998686"
"1","-0.817251","0.0282682","0.0360007"
"1","0.940267","-0.0340575","-0.0190342"
"1","1.35976","0.0680761","0.0901136"
"1","-0.25218","-0.0403418","0.180325"
"1","-1.16627","-0.110547","-0.169219"
"1","-0.92983","-0.00177665","0.131229"
"1","0.907453","-0.114333","0.00610098"
"1","1.47057","0.146143","-0.0827326"
"1","-0.245849","0.0691082","-0.231664"
"1","-1.2364","0.0417156","-0.0799122"
